#### EXPORT DONNEES METEO POUR "REIMS" (LAT/LON: 49.258329/4.031696)
#### DONNEES PROVENANT DE WWW.HISTORIQUE-METEO.NET - UTILISATION LIBRE A CONDITION DE MENTIONNER LEUR PROVENANCE
#### DOC POUR LES WEATHER CODES : https://www.historique-meteo.net/weathercodes.txt
DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C_6H,TEMPERATURE_NOON_C_12H,TEMPERATURE_EVENING_C_18H,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,WEATHER_CODE_MORNING_6H,WEATHER_CODE_NOON_12H,WEATHER_CODE_EVENING_18H,TOTAL_SNOW_MM,UV_INDEX,SUNHOUR,OPINION,SUNSET,SUNRISE,TEMPERATURE_NIGHT_C_3H,WEATHER_CODE_NIGHT_3H,TEMPERATURE_9H,WEATHER_CODE_9H,TEMPERATURE_15H,WEATHER_CODE_15H,TEMPERATURE_21H,WEATHER_CODE_21H,TEMPERATURE_MIDNIGHT_0H,WEATHER_CODE_MIDNIGHT_0H
2015-01-01,3,-2,12,-1,3,-1,0,95,7,1038,24,3,0,-4,143,113,116,0,1,8.2,météo très défavorable,16:56:00,08:39:00,-1,143,-1,113,2,116,-1,116,-2,143
2015-01-02,6,-1,25,1,5,3,7.6,98,7.125,1037,56.25,6,5,-4,296,302,143,0,2,3.1,météo très défavorable,16:57:00,08:39:00,0,116,2,302,6,119,0,143,-1,113
2015-01-03,10,1,27,2,4,10,13.8,97,7.75,1036,86,10,10,-2,119,308,296,0,3,3.1,météo très défavorable,16:58:00,08:39:00,2,122,2,266,9,302,6,293,1,116
2015-01-04,4,0,6,2,4,1,0.4,97,4.375,1038,44,4,3,0,143,116,143,0,1,8.2,météo très défavorable,16:59:00,08:39:00,1,143,3,143,4,116,0,143,2,263
2015-01-05,4,-1,9,-1,4,-0,0,93,8,1038,13.625,4,0,-3,113,113,113,0,1,8.6,météo très défavorable,17:00:00,08:38:00,0,143,1,113,2,116,-1,113,0,143
2015-01-06,3,-1,13,-1,3,-1,0.2,72,9,1028,46.125,3,0,-4,119,119,119,0,2,6.9,météo très défavorable,17:01:00,08:38:00,-1,116,0,113,1,113,1,266,-1,113
2015-01-07,4,-1,11,-1,4,-0,0.2,98,5.25,1031,56.25,4,2,-2,260,113,116,0,1,8.6,météo très défavorable,17:02:00,08:38:00,2,248,1,143,2,116,1,119,2,248
2015-01-08,8,1,30,5,8,7,10.4,97,8.125,1033,88.5,8,8,1,296,296,296,0,2,3.2,météo très défavorable,17:04:00,08:38:00,5,266,6,296,8,302,5,116,1,119
2015-01-09,12,4,29,6,10,11,1,95,8,1033,76.125,12,11,1,116,119,122,0,3,3.3,météo défavorable,17:05:00,08:37:00,5,116,7,266,11,122,12,266,4,116
2015-01-10,13,7,32,12,12,10,1.8,96,6.375,1023,85,13,12,8,119,119,266,0,3,3.3,météo défavorable,17:06:00,08:37:00,12,119,12,266,11,266,7,263,13,122
2015-01-11,7,3,27,3,7,4,0,91,10,1029,43.625,7,4,-2,116,113,116,0,2,8.7,météo très défavorable,17:07:00,08:36:00,4,119,3,116,6,116,4,116,5,116
2015-01-12,6,3,28,4,6,4,0.5,93,10,1028,57.875,6,4,-1,119,119,113,0,2,5.1,météo très défavorable,17:09:00,08:36:00,3,119,5,119,6,116,4,116,4,116
2015-01-13,8,4,31,4,8,7,2.5,88,9.25,1017,61.75,8,6,-1,116,263,119,0,3,5.1,météo très défavorable,17:10:00,08:35:00,5,116,6,113,8,296,6,353,4,116
2015-01-14,6,3,36,3,6,4,5.1,95,9.125,1016,56.875,6,5,-2,293,176,116,0,1,6.9,météo très défavorable,17:12:00,08:34:00,5,353,4,263,6,113,5,122,6,119
2015-01-15,9,7,50,7,9,8,10.6,81,7,1011,97.75,9,6,2,302,296,266,0,2,3.3,météo défavorable,17:13:00,08:34:00,8,296,8,296,9,296,8,296,7,266
2015-01-16,8,4,12,6,8,5,0.2,93,10,1010,72.5,8,5,3,122,116,116,0,2,6.9,météo très défavorable,17:15:00,08:33:00,6,122,6,116,7,119,4,119,7,122
2015-01-17,5,0,11,1,5,2,0.6,93,8,1018,30.375,5,3,-3,113,113,113,0,1,8.7,météo très défavorable,17:16:00,08:32:00,2,143,2,113,4,116,0,113,4,266
