#### EXPORT DONNEES METEO POUR "REIMS" (LAT/LON: 49.258329/4.031696)
#### DONNEES PROVENANT DE WWW.HISTORIQUE-METEO.NET - UTILISATION LIBRE A CONDITION DE MENTIONNER LEUR PROVENANCE
#### DOC POUR LES WEATHER CODES : https://www.historique-meteo.net/weathercodes.txt
DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C_6H,TEMPERATURE_NOON_C_12H,TEMPERATURE_EVENING_C_18H,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,WEATHER_CODE_MORNING_6H,WEATHER_CODE_NOON_12H,WEATHER_CODE_EVENING_18H,TOTAL_SNOW_MM,UV_INDEX,SUNHOUR,OPINION,SUNSET,SUNRISE,TEMPERATURE_NIGHT_C_3H,WEATHER_CODE_NIGHT_3H,TEMPERATURE_9H,WEATHER_CODE_9H,TEMPERATURE_15H,WEATHER_CODE_15H,TEMPERATURE_21H,WEATHER_CODE_21H,TEMPERATURE_MIDNIGHT_0H,WEATHER_CODE_MIDNIGHT_0H
2021-01-01,3,1,8,1,3,2,1.5,97,3.125,1014,96.5,3,2,-2,143,332,371,1.2,1,3.1,météo très défavorable,16:56:00,08:39:00,2,143,1,248,3,338,1,338,2,368
2021-01-02,3,-1,8,-1,2,1,0,93,10,1015,32.625,3,0,-3,116,116,116,0,1,8.2,météo très défavorable,16:57:00,08:39:00,0,116,0,116,3,116,0,116,1,119
2021-01-03,3,-1,11,-1,2,2,0,92,10,1016,55.375,3,0,-2,116,116,122,0,2,6.8,météo très défavorable,16:58:00,08:39:00,0,116,0,116,3,116,1,122,0,116
2021-01-04,3,1,15,1,3,2,0.4,97,7.75,1014,100,3,2,-3,332,332,332,0,1,3.1,météo très défavorable,16:59:00,08:39:00,1,122,1,122,3,122,1,122,1,122
2021-01-05,3,1,16,1,3,2,0.5,97,9.25,1017,98.375,3,1,-2,371,122,368,0.4,1,3.2,météo très défavorable,17:01:00,08:38:00,1,326,1,371,3,122,1,122,1,326
2021-01-06,2,0,11,0,2,1,0.3,95,5.25,1018,96,2,0,-3,332,122,368,0,1,3.2,météo très défavorable,17:02:00,08:38:00,1,260,0,143,2,122,1,248,0,119
2021-01-07,2,0,10,-0,1,1,0.2,96,4.5,1017,98.875,2,1,-3,143,122,371,0.1,1,3.2,météo très défavorable,17:03:00,08:38:00,0,143,0,143,2,143,0,326,0,248
2021-01-08,2,-2,8,-2,1,1,0.2,95,7.375,1020,76.5,2,0,-5,143,122,368,0.1,1,3.3,météo très défavorable,17:04:00,08:37:00,-1,332,-1,143,2,116,0,116,-1,326
2021-01-09,2,-2,18,-1,2,0,0,94,9,1025,33,2,0,-5,143,116,116,0,1,8.7,météo très défavorable,17:06:00,08:37:00,-1,122,0,116,2,116,-2,116,-1,119
2021-01-10,2,-2,12,-2,2,0,0,94,9,1026,20,2,0,-5,119,116,116,0,2,8.7,météo très défavorable,17:07:00,08:36:00,-2,116,-1,143,2,116,-2,116,-2,116
2021-01-11,4,-1,11,-1,3,2,0,88,10,1025,51.125,4,1,-1,116,116,122,0,2,6.9,météo très défavorable,17:08:00,08:36:00,-1,116,0,116,4,119,-1,122,-1,116
2021-01-12,7,1,31,5,7,6,10.5,97,7.25,1018,99.375,7,6,0,296,302,296,0,2,3.3,météo très défavorable,17:10:00,08:35:00,4,176,6,302,7,122,6,143,1,311
2021-01-13,4,1,6,1,4,4,6.1,97,9.375,1020,77.25,4,4,-0,119,119,302,0,2,3.3,météo très défavorable,17:11:00,08:35:00,1,116,2,122,4,122,4,296,1,116
2021-01-14,3,-4,20,3,2,1,24.6,96,7.125,1020,99.875,3,4,-2,296,302,296,0,1,3.3,météo très défavorable,17:12:00,08:34:00,3,302,2,302,3,302,-4,302,1,302
2021-01-15,2,-3,17,0,1,-1,1.1,90,8.875,1029,71.125,2,0,-5,317,122,116,0,1,5.1,météo très défavorable,17:14:00,08:33:00,1,266,0,122,1,116,-3,116,2,296
2021-01-16,1,-3,13,-2,0,0,2.7,87,9.625,1030,66,1,0,-4,116,116,122,0,1,5.1,météo très défavorable,17:15:00,08:32:00,-3,116,-2,116,1,119,-3,317,-3,122
2021-01-17,4,-1,15,2,3,2,0.3,98,7.375,1026,80.75,4,3,-2,122,143,119,0,1,5.1,météo très défavorable,17:17:00,08:32:00,3,122,2,122,4,119,1,143,-1,296
2021-01-18,4,0,15,0,3,3,0,96,7,1028,72,4,2,-3,143,143,116,0,1,8.7,météo très défavorable,17:18:00,08:31:00,0,122,1,143,4,116,2,122,1,122
2021-01-19,6,0,31,3,5,5,2.6,90,7.875,1022,85.5,6,4,-3,266,296,122,0,1,3.3,météo très défavorable,17:20:00,08:30:00,3,122,3,266,6,296,4,119,0,119
2021-01-20,8,3,24,4,7,8,0,75,10,1009,68.75,8,4,-0,119,122,116,0,3,5.1,météo très défavorable,17:21:00,08:29:00,4,116,5,116,8,122,3,122,4,116
2021-01-21,9,3,31,7,7,7,4.6,80,8.75,998,91.625,9,6,1,266,176,176,0,2,3.4,météo défavorable,17:23:00,08:28:00,9,122,6,293,8,122,3,296,7,122
2021-01-22,6,3,14,4,6,4,13.8,89,8.25,995,92.5,6,6,1,299,122,296,0,1,3.4,météo très défavorable,17:25:00,08:27:00,6,302,4,176,5,122,3,317,5,302
2021-01-23,4,2,15,2,3,3,0.1,94,9.75,998,80.375,4,2,-2,119,122,119,0,2,3.4,météo très défavorable,17:26:00,08:26:00,2,116,3,122,4,122,3,122,3,116
2021-01-24,3,-1,15,-1,3,2,3.2,92,8.375,1003,47.25,3,1,-5,368,113,122,0,1,6.9,météo très défavorable,17:28:00,08:25:00,-1,143,0,116,3,116,2,122,0,122
2021-01-25,3,-3,19,1,1,1,1.1,95,8.375,1014,72.875,3,1,-3,395,368,116,0.9,1,5.2,météo très défavorable,17:29:00,08:24:00,2,200,1,335,3,122,-3,116,0,335
2021-01-26,4,-2,19,-1,3,1,0.6,93,8,1021,64.125,4,0,-5,143,368,329,0.3,2,3.4,météo très défavorable,17:31:00,08:23:00,-1,116,1,116,4,362,-2,332,-1,116
2021-01-27,4,-1,16,2,3,3,9.3,97,9,1020,98.875,5,5,-3,317,296,296,0.1,1,3.4,météo très défavorable,17:33:00,08:21:00,1,326,2,296,4,302,-1,296,-1,122
2021-01-28,13,5,33,9,12,12,13.9,97,7.125,1015,91.25,13,10,6,296,302,176,0,3,3.4,météo défavorable,17:34:00,08:20:00,7,248,10,302,13,302,11,119,5,248
2021-01-29,10,7,33,10,10,8,11.5,90,9.125,1005,94.875,10,9,5,302,122,296,0,2,3.4,météo défavorable,17:36:00,08:19:00,10,122,9,299,9,353,7,296,10,176
2021-01-30,10,5,20,7,10,8,16.1,97,7.75,1005,100,10,8,4,176,302,353,0,2,3.5,météo très défavorable,17:38:00,08:18:00,7,176,7,248,10,302,5,296,7,176
2021-01-31,6,1,14,4,3,4,4.5,91,8,1002,100,6,5,0,266,122,122,0,1,3.5,météo très défavorable,17:39:00,08:16:00,5,302,3,122,4,122,1,122,6,353
2021-02-01,8,4,11,7,8,7,5.3,97,6.25,1004,99.25,8,7,6,143,266,122,0,2,3.5,météo très défavorable,17:41:00,08:15:00,7,302,7,248,8,176,6,122,4,302
2021-02-02,13,4,26,6,12,12,4.9,93,8.25,1006,90.25,13,10,3,122,296,353,0,3,3.5,météo défavorable,17:43:00,08:13:00,4,143,8,122,13,296,11,176,4,143
2021-02-03,11,6,42,10,11,7,13.6,95,8.25,1010,91.25,11,9,4,353,299,266,0,2,3.5,météo défavorable,17:44:00,08:12:00,10,176,11,122,9,302,6,176,9,353
2021-02-04,8,4,10,4,8,7,2.9,93,8,1014,63.875,8,7,2,116,116,296,0,3,5.2,météo très défavorable,17:46:00,08:10:00,5,116,6,143,8,119,6,293,5,116
2021-02-05,11,7,10,7,10,9,0.7,97,7,1013,87.875,11,7,5,353,122,353,0,2,3.5,météo défavorable,17:47:00,08:09:00,7,143,8,143,11,119,8,122,7,143
2021-02-06,10,6,26,7,9,10,7.2,92,7.75,1011,93.375,10,9,4,296,122,263,0,2,3.5,météo défavorable,17:49:00,08:07:00,7,143,8,296,10,122,6,302,7,122
2021-02-07,7,2,26,6,5,4,3.8,92,6.5,998,99.25,7,8,0,266,122,317,0,2,3.5,météo très défavorable,17:51:00,08:06:00,7,248,6,122,4,122,2,317,7,302
2021-02-08,1,-1,14,-1,1,0,4.9,91,4,999,84.875,1,0,-5,338,335,371,4.2,1,3.6,météo très défavorable,17:52:00,08:04:00,0,338,-1,335,1,338,-1,371,0,338
