#### EXPORT DONNEES METEO POUR "REIMS" (LAT/LON: 49.258329/4.031696)
#### DONNEES PROVENANT DE WWW.HISTORIQUE-METEO.NET - UTILISATION LIBRE A CONDITION DE MENTIONNER LEUR PROVENANCE
#### DOC POUR LES WEATHER CODES : https://www.historique-meteo.net/weathercodes.txt
DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C_6H,TEMPERATURE_NOON_C_12H,TEMPERATURE_EVENING_C_18H,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,WEATHER_CODE_MORNING_6H,WEATHER_CODE_NOON_12H,WEATHER_CODE_EVENING_18H,TOTAL_SNOW_MM,UV_INDEX,SUNHOUR,OPINION,SUNSET,SUNRISE,TEMPERATURE_NIGHT_C_3H,WEATHER_CODE_NIGHT_3H,TEMPERATURE_9H,WEATHER_CODE_9H,TEMPERATURE_15H,WEATHER_CODE_15H,TEMPERATURE_21H,WEATHER_CODE_21H,TEMPERATURE_MIDNIGHT_0H,WEATHER_CODE_MIDNIGHT_0H
2023-01-01,13,11,25,12,13,12,0,80,10,1020,51.75,13,9,9,113,116,122,0,4,6.8,météo correcte,16:56:00,08:39:00,12,113,11,116,13,122,11,122,12,113
2023-01-02,11,6,22,10,11,7,5.7,97,8.5,1027,93.625,11,10,4,296,296,176,0,2,3.1,météo défavorable,16:57:00,08:39:00,10,296,11,296,7,122,6,116,10,266
2023-01-03,9,4,19,4,8,8,0,97,8,1030,41.375,9,6,1,143,116,113,0,3,4.9,météo très défavorable,16:58:00,08:39:00,5,113,4,143,9,122,6,116,5,113
2023-01-04,11,6,32,7,9,11,0.1,85,10,1028,79,11,9,3,119,119,122,0,3,3.1,météo défavorable,16:59:00,08:39:00,6,116,8,122,10,122,11,176,7,113
2023-01-05,13,11,21,12,13,12,0.2,94,10,1024,89.75,13,11,9,176,122,122,0,3,5.1,météo défavorable,17:00:00,08:38:00,12,122,11,122,13,116,12,119,12,176
2023-01-06,12,9,22,10,10,9,0.2,87,9,1023,76.625,12,9,7,122,176,122,0,3,3.2,météo défavorable,17:01:00,08:38:00,10,116,10,119,12,119,9,143,11,176
2023-01-07,11,5,26,6,10,10,0.1,92,10,1020,48.125,11,6,3,113,113,176,0,3,6.9,météo très défavorable,17:02:00,08:38:00,7,116,5,113,11,119,10,122,8,116
2023-01-08,10,8,23,8,9,9,2.3,90,9,1009,92.625,10,7,5,353,353,353,0,2,3.3,météo défavorable,17:04:00,08:37:00,9,122,8,266,9,176,8,116,10,122
2023-01-09,7,5,31,6,6,7,0.8,86,9.75,1013,90.25,7,5,1,200,122,353,0,2,3.3,météo très défavorable,17:05:00,08:37:00,6,200,6,122,7,122,5,113,7,353
2023-01-10,11,4,28,4,6,8,0.9,92,8,1021,79.875,11,10,-0,119,176,266,0,3,3.3,météo très défavorable,17:06:00,08:37:00,4,116,5,122,5,266,11,122,4,116
2023-01-11,10,8,31,10,10,8,1.6,94,8.75,1016,87,10,9,7,266,353,119,0,2,5.1,météo défavorable,17:08:00,08:36:00,9,122,10,296,10,113,8,200,9,122
