#### EXPORT DONNEES METEO POUR "REIMS" (LAT/LON: 49.258329/4.031696)
#### DONNEES PROVENANT DE WWW.HISTORIQUE-METEO.NET - UTILISATION LIBRE A CONDITION DE MENTIONNER LEUR PROVENANCE
#### DOC POUR LES WEATHER CODES : https://www.historique-meteo.net/weathercodes.txt
DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C_6H,TEMPERATURE_NOON_C_12H,TEMPERATURE_EVENING_C_18H,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,WEATHER_CODE_MORNING_6H,WEATHER_CODE_NOON_12H,WEATHER_CODE_EVENING_18H,TOTAL_SNOW_MM,UV_INDEX,SUNHOUR,OPINION,SUNSET,SUNRISE,TEMPERATURE_NIGHT_C_3H,WEATHER_CODE_NIGHT_3H,TEMPERATURE_9H,WEATHER_CODE_9H,TEMPERATURE_15H,WEATHER_CODE_15H,TEMPERATURE_21H,WEATHER_CODE_21H,TEMPERATURE_MIDNIGHT_0H,WEATHER_CODE_MIDNIGHT_0H
2010-01-01,1,-2,22,0,0,-1,0.4,90,8.125,1009,86.125,1,0,-6,122,122,326,0.3,1,3.1,météo très défavorable,16:56:00,08:39:00,0,332,0,332,0,332,-2,113,1,326
2010-01-02,2,-3,15,-3,2,1,0.4,95,8,1020,46.375,2,0,-6,143,326,329,0.3,2,4.9,météo très défavorable,16:57:00,08:39:00,-3,113,-1,116,1,332,-1,116,-3,113
2010-01-03,2,-5,16,0,2,-4,1.1,88,7.125,1022,45.875,2,0,-4,335,338,113,0.9,1,4.9,météo très défavorable,16:58:00,08:39:00,0,332,1,332,0,113,-5,113,0,323
2010-01-04,-3,-6,10,-6,-3,-5,0,73,10,1022,1,0,0,-12,113,113,113,0,2,8.2,météo très défavorable,16:59:00,08:39:00,-6,113,-6,113,-3,113,-6,113,-6,113
2010-01-05,-1,-6,5,-5,-1,-5,0.2,69,9.625,1014,35.875,0,0,-6,329,116,113,0.2,2,8.6,météo très défavorable,17:00:00,08:38:00,-6,326,-4,116,-2,116,-6,113,-6,116
2010-01-06,-3,-8,11,-8,-3,-5,0,72,10,1005,25,0,0,-12,116,116,113,0,2,8.6,météo très défavorable,17:01:00,08:38:00,-7,113,-7,113,-5,116,-7,113,-7,113
2010-01-07,-2,-7,11,-7,-2,-6,0.4,84,9.375,1014,33.125,0,0,-11,119,116,113,0.3,2,8.7,météo très défavorable,17:03:00,08:38:00,-7,323,-5,335,-2,323,-7,113,-7,116
2010-01-08,-1,-7,30,-7,-1,-4,0,94,9,1016,34.875,0,0,-13,116,113,119,0,2,8.7,météo très défavorable,17:04:00,08:37:00,-7,143,-5,113,-3,113,-4,122,-7,113
2010-01-09,-1,-5,31,-4,-1,-2,0.5,77,6.25,1016,99,0,0,-11,122,122,122,0.3,1,3.3,météo très défavorable,17:05:00,08:37:00,-4,230,-3,230,-2,332,-2,332,-5,122
2010-01-10,0,-4,9,-2,0,-2,0.3,85,8.75,1017,93.875,0,0,-6,122,326,122,0.3,1,3.3,météo très défavorable,17:06:00,08:37:00,-2,332,-1,332,0,326,-4,119,-2,122
2010-01-11,-1,-4,6,-4,-1,-2,0.2,85,10,1019,54.25,0,0,-6,116,119,323,0.1,2,5.1,météo très défavorable,17:08:00,08:36:00,-3,113,-3,116,-1,119,-3,326,-3,116
2010-01-12,-0,-4,19,-3,-0,-3,0.7,96,7.75,1019,67.25,0,0,-6,332,332,116,0.6,1,3.3,météo très défavorable,17:09:00,08:35:00,-2,326,-2,332,-1,119,-4,113,-2,329
