#### EXPORT DONNEES METEO POUR "REIMS" (LAT/LON: 49.258329/4.031696)
#### DONNEES PROVENANT DE WWW.HISTORIQUE-METEO.NET - UTILISATION LIBRE A CONDITION DE MENTIONNER LEUR PROVENANCE
#### DOC POUR LES WEATHER CODES : https://www.historique-meteo.net/weathercodes.txt
DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C_6H,TEMPERATURE_NOON_C_12H,TEMPERATURE_EVENING_C_18H,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,WEATHER_CODE_MORNING_6H,WEATHER_CODE_NOON_12H,WEATHER_CODE_EVENING_18H,TOTAL_SNOW_MM,UV_INDEX,SUNHOUR,OPINION,SUNSET,SUNRISE,TEMPERATURE_NIGHT_C_3H,WEATHER_CODE_NIGHT_3H,TEMPERATURE_9H,WEATHER_CODE_9H,TEMPERATURE_15H,WEATHER_CODE_15H,TEMPERATURE_21H,WEATHER_CODE_21H,TEMPERATURE_MIDNIGHT_0H,WEATHER_CODE_MIDNIGHT_0H
2011-01-01,1,-5,7,-5,1,-0,0.2,98,2.25,1025,56.125,1,0,-6,143,143,260,0,1,3.1,météo très défavorable,16:56:00,08:39:00,-5,143,-2,116,0,248,1,248,-5,143
2011-01-02,1,-3,13,-1,1,-3,0.3,97,2.875,1027,49.25,1,0,-5,260,143,260,0,1,8.2,météo très défavorable,16:57:00,08:39:00,0,326,-1,143,0,260,-3,260,1,317
2011-01-03,1,-4,5,-4,1,-2,0.1,98,6.875,1027,68.75,1,0,-4,260,119,326,0.1,1,3.1,météo très défavorable,16:58:00,08:39:00,-3,326,-1,326,0,326,-1,332,-2,260
2011-01-04,-1,-5,11,-4,-1,-5,0.5,97,6.625,1023,70.375,0,0,-7,329,116,119,0.4,1,8.2,météo très défavorable,16:59:00,08:39:00,-2,326,-3,143,-2,143,-4,326,-2,338
2011-01-05,2,-6,17,-6,-1,-0,0.3,96,9,1016,49.375,2,1,-11,113,113,122,0,2,8.6,météo très défavorable,17:00:00,08:38:00,-5,119,-5,113,0,116,2,266,-4,116
2011-01-06,8,2,30,4,5,8,8.1,99,8.25,1002,100,8,8,-1,296,296,122,0,2,3.2,météo très défavorable,17:01:00,08:38:00,3,302,5,296,8,266,8,353,2,122
2011-01-07,10,7,18,7,9,9,2.7,99,7,1007,95.625,10,9,4,122,122,266,0,2,3.2,météo défavorable,17:02:00,08:38:00,7,353,8,266,10,266,8,353,7,353
2011-01-08,11,8,28,8,11,9,3.6,98,9.5,1006,70.25,11,9,4,119,119,119,0,2,6.9,météo défavorable,17:04:00,08:38:00,8,353,9,176,10,116,9,302,8,119
2011-01-09,9,2,14,4,6,2,15.5,93,5.625,1021,72.75,9,9,1,302,116,143,0,1,5.1,météo très défavorable,17:05:00,08:37:00,7,302,4,266,5,113,2,248,9,302
2011-01-10,5,-1,12,1,5,0,0,98,5,1022,42.875,5,3,-2,248,116,113,0,1,6.9,météo très défavorable,17:06:00,08:37:00,0,260,2,248,4,113,-1,113,0,260
2011-01-11,6,-1,26,-0,5,5,4.4,99,7,1016,68,6,6,-6,116,266,122,0,2,3.3,météo très défavorable,17:07:00,08:36:00,-1,116,2,302,6,266,5,263,-1,113
2011-01-12,10,1,22,2,5,7,6.6,99,6.25,1021,94.375,10,9,-1,266,296,266,0,3,3.3,météo très défavorable,17:09:00,08:36:00,1,248,4,296,6,296,10,296,3,116
2011-01-13,12,10,24,10,12,11,7.7,98,8.375,1017,99.25,12,12,7,296,296,122,0,3,3.3,météo défavorable,17:10:00,08:35:00,10,296,10,296,12,266,11,122,10,296
2011-01-14,11,8,23,9,11,8,1.2,97,8.375,1018,80.875,11,10,6,119,119,353,0,2,3.3,météo défavorable,17:12:00,08:34:00,10,266,9,119,11,119,9,263,11,119
2011-01-15,9,6,20,6,8,6,0.1,97,10,1026,77.625,9,7,3,119,119,116,0,2,3.3,météo défavorable,17:13:00,08:34:00,6,122,7,116,9,122,6,116,7,119
2011-01-16,8,3,14,3,8,4,0,98,6.75,1026,36.25,8,6,0,248,113,113,0,2,8.7,météo très défavorable,17:15:00,08:33:00,4,116,4,143,8,113,4,143,5,119
2011-01-17,7,3,17,3,7,6,0.5,98,4,1025,90.75,7,6,-1,248,122,119,0,2,3.3,météo très défavorable,17:16:00,08:32:00,3,248,4,248,6,266,7,119,3,248
2011-01-18,8,3,17,7,8,5,2.3,98,9.375,1029,77.875,8,7,4,122,353,353,0,2,3.3,météo très défavorable,17:17:00,08:31:00,6,122,7,263,8,353,3,119,6,119
2011-01-19,5,2,10,2,5,2,0.3,95,7,1032,68.375,5,2,-0,143,119,143,0,2,5.1,météo très défavorable,17:19:00,08:30:00,3,119,3,119,4,116,3,143,2,116
2011-01-20,4,-1,17,1,4,-1,0.4,96,8.25,1033,52.875,4,2,-2,119,119,113,0.2,1,6.9,météo très défavorable,17:21:00,08:30:00,2,323,2,329,3,323,-1,260,2,317
2011-01-21,3,-2,17,-2,3,-2,0,94,10,1036,13.375,3,0,-7,116,113,113,0,2,8.7,météo très défavorable,17:22:00,08:29:00,-2,116,-1,113,2,113,-2,113,0,113
2011-01-22,4,-2,12,0,4,1,0.6,97,9,1035,78,4,2,-5,119,266,122,0,2,3.4,météo très défavorable,17:24:00,08:28:00,-1,116,2,122,3,122,1,119,-2,116
2011-01-23,4,-1,15,0,4,3,0.6,93,6.375,1029,66.875,4,3,-3,119,116,266,0.1,1,6.9,météo très défavorable,17:25:00,08:27:00,-1,143,1,116,4,122,2,248,-1,329
2011-01-24,5,1,10,2,5,3,0.8,98,2,1028,93.25,5,4,-2,248,119,266,0,1,3.4,météo très défavorable,17:27:00,08:26:00,2,248,3,143,5,266,2,248,1,248
2011-01-25,4,0,21,0,4,4,3.8,99,4,1024,93.25,4,4,-4,248,266,296,0,1,3.4,météo très défavorable,17:28:00,08:24:00,0,260,2,119,4,296,4,266,0,248
2011-01-26,3,1,13,3,2,1,18.1,100,4.25,1011,100,3,3,-2,302,302,248,0,1,3.4,météo très défavorable,17:30:00,08:23:00,3,296,2,302,3,266,1,248,3,266
2011-01-27,3,-1,19,-1,3,-1,0.1,97,9.625,1019,37.875,3,0,-6,329,113,113,0.1,1,8.7,météo très défavorable,17:32:00,08:22:00,0,326,0,113,3,113,-1,113,0,122
2011-01-28,2,-3,24,-3,2,-1,0,87,10,1019,33.75,2,0,-9,113,119,119,0,2,5.2,météo très défavorable,17:33:00,08:21:00,-3,113,-1,116,1,116,-2,113,-3,113
2011-01-29,2,-4,16,-4,1,-3,0,96,8,1019,16.375,2,0,-9,143,113,113,0,2,8.7,météo très défavorable,17:35:00,08:20:00,-4,143,-2,113,2,113,-4,113,-3,116
2011-01-30,2,-5,13,-5,2,-4,0,84,10,1021,0.375,2,0,-9,113,113,113,0,2,8.7,météo très défavorable,17:37:00,08:18:00,-4,113,-3,113,1,113,-4,113,-4,113
2011-01-31,1,-6,8,-6,1,-5,0,79,10,1026,7.125,1,0,-10,113,113,113,0,2,8.7,météo très défavorable,17:38:00,08:17:00,-5,113,-3,113,0,116,-4,113,-5,113
2011-02-01,-1,-7,9,-7,-1,-5,0,82,10,1030,9.75,0,0,-10,113,113,113,0,2,8.7,météo très défavorable,17:40:00,08:16:00,-6,113,-5,113,-1,113,-4,119,-5,113
2011-02-02,2,-3,13,-3,1,-2,0.2,81,10,1032,55.625,2,0,-7,119,116,113,0,1,7,météo très défavorable,17:42:00,08:14:00,-3,119,-2,119,2,113,-2,116,-3,119
2011-02-03,5,-3,16,1,5,3,3.8,99,5.625,1029,84.375,5,4,-3,302,119,248,0,1,5.2,météo très défavorable,17:43:00,08:13:00,0,311,2,248,5,143,3,119,-3,119
2011-02-04,7,1,26,2,7,7,0.4,98,9,1028,90.625,7,7,-3,122,122,119,0,2,3.5,météo très défavorable,17:45:00,08:11:00,1,122,4,119,7,122,7,266,1,119
2011-02-05,9,6,24,6,9,8,0.7,98,8.375,1028,75.25,9,8,2,119,266,119,0,2,3.5,météo défavorable,17:47:00,08:10:00,7,119,7,119,9,119,8,119,7,263
2011-02-06,8,4,19,6,7,5,0.5,96,6.75,1029,77.125,8,6,3,119,266,116,0,2,3.5,météo très défavorable,17:48:00,08:08:00,6,116,7,266,8,119,4,248,7,119
2011-02-07,9,1,21,1,8,4,0,98,8.75,1026,35.625,9,6,-3,116,113,113,0,2,8.7,météo très défavorable,17:50:00,08:07:00,2,119,3,113,9,113,4,116,2,248
2011-02-08,9,4,8,4,8,5,0.8,99,6,1025,68,9,6,3,266,113,116,0,2,5.3,météo très défavorable,17:52:00,08:05:00,5,266,6,143,9,119,5,143,4,122
2011-02-09,8,2,13,4,8,4,0.3,96,6,1023,41,8,5,2,143,113,143,0,2,8.7,météo très défavorable,17:53:00,08:04:00,5,143,4,116,8,116,2,113,5,143
2011-02-10,9,1,16,1,9,7,3.8,97,5.25,1021,71.125,9,7,-3,248,116,302,0,2,5.3,météo très défavorable,17:55:00,08:02:00,1,143,4,119,8,296,7,266,2,143
2011-02-11,13,7,16,8,12,8,6.3,97,7.875,1016,57.75,13,10,5,296,296,113,0,2,5.3,météo correcte,17:57:00,08:01:00,8,263,9,296,13,113,7,143,8,296
2011-02-12,11,5,17,5,11,7,0.5,97,5.5,1016,77.625,11,8,2,248,116,266,0,3,5.4,météo très défavorable,17:58:00,07:59:00,5,143,7,116,11,122,6,248,6,116
2011-02-13,9,2,17,2,8,5,0,98,6.5,1015,72.875,9,4,-1,248,116,122,0,2,6.8,météo très défavorable,18:00:00,07:57:00,3,248,4,119,9,122,4,116,3,143
2011-02-14,9,3,13,5,9,5,2.8,98,5.625,1007,89.125,9,7,3,266,122,266,0,3,5.2,météo très défavorable,18:01:00,07:56:00,3,122,6,296,8,266,3,248,4,116
2011-02-15,7,1,19,1,6,5,0.4,99,6.875,1004,76.75,7,5,-3,248,119,122,0,1,5.2,météo très défavorable,18:03:00,07:54:00,1,116,3,119,7,263,5,116,2,248
2011-02-16,8,2,10,2,7,4,0.2,99,5.25,999,60.125,8,5,-1,248,119,143,0,2,8.4,météo très défavorable,18:05:00,07:52:00,2,248,5,119,8,113,3,113,3,248
2011-02-17,8,0,14,0,8,3,0,96,9,1008,12.75,8,2,-4,143,113,113,0,2,10.6,météo très défavorable,18:06:00,07:50:00,1,113,3,113,8,113,1,116,2,113
2011-02-18,7,-1,9,-1,7,0,0,91,10,1016,7.75,7,1,-3,113,113,113,0,2,10.6,météo très défavorable,18:08:00,07:48:00,-1,113,3,113,6,113,-1,113,0,113
2011-02-19,7,-1,18,-1,7,3,1.5,85,9.875,1016,50.875,7,2,-5,113,116,119,0,2,8.5,météo très défavorable,18:10:00,07:47:00,-1,113,3,116,6,119,3,296,-1,113
2011-02-20,5,2,11,2,5,3,1.8,96,3.875,1015,95.5,5,3,0,143,266,143,0,1,5.3,météo très défavorable,18:11:00,07:45:00,2,143,3,266,5,122,2,143,2,296
2011-02-21,6,1,15,1,5,2,0.4,92,8.375,1016,85.75,6,3,-3,122,119,122,0,1,5.4,météo très défavorable,18:13:00,07:43:00,1,122,2,122,6,119,1,263,1,143
2011-02-22,5,-2,11,-2,4,-1,0.2,92,9.5,1021,36.875,5,0,-6,116,116,113,0,1,10.7,météo très défavorable,18:15:00,07:41:00,-1,311,0,116,5,113,-2,113,-1,122
2011-02-23,4,-3,16,-3,4,2,2.9,84,8.875,1024,57.625,4,0,-7,116,119,266,0,2,6.9,météo très défavorable,18:16:00,07:39:00,-3,113,0,119,4,116,1,296,-3,113
2011-02-24,8,1,12,2,8,6,5.9,99,2.125,1027,97.75,8,8,0,266,143,248,0,2,5.4,météo très défavorable,18:18:00,07:37:00,2,266,4,266,8,266,5,248,1,302
2011-02-25,8,4,7,5,8,6,0.3,98,6.25,1029,85.375,8,6,4,248,119,119,0,2,5.4,météo très défavorable,18:19:00,07:35:00,5,248,7,119,8,119,5,119,4,248
2011-02-26,9,4,20,4,6,6,4.1,98,7.25,1025,82.75,9,8,1,248,302,119,0,2,5.4,météo très défavorable,18:21:00,07:33:00,5,143,7,122,9,293,5,119,5,119
