#### EXPORT DONNEES METEO POUR "REIMS" (LAT/LON: 49.258329/4.031696)
#### DONNEES PROVENANT DE WWW.HISTORIQUE-METEO.NET - UTILISATION LIBRE A CONDITION DE MENTIONNER LEUR PROVENANCE
#### DOC POUR LES WEATHER CODES : https://www.historique-meteo.net/weathercodes.txt
DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C_6H,TEMPERATURE_NOON_C_12H,TEMPERATURE_EVENING_C_18H,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,WEATHER_CODE_MORNING_6H,WEATHER_CODE_NOON_12H,WEATHER_CODE_EVENING_18H,TOTAL_SNOW_MM,UV_INDEX,SUNHOUR,OPINION,SUNSET,SUNRISE,TEMPERATURE_NIGHT_C_3H,WEATHER_CODE_NIGHT_3H,TEMPERATURE_9H,WEATHER_CODE_9H,TEMPERATURE_15H,WEATHER_CODE_15H,TEMPERATURE_21H,WEATHER_CODE_21H,TEMPERATURE_MIDNIGHT_0H,WEATHER_CODE_MIDNIGHT_0H
2018-01-01,8,6,33,6,7,7,7.2,86,9.125,1009,71.75,8,6,1,116,296,302,0,3,3.1,météo très défavorable,16:56:00,08:39:00,7,116,6,119,8,302,6,116,8,116
2018-01-02,9,4,20,4,7,8,2.8,93,8.75,1017,67.125,9,8,1,113,119,296,0,3,3.1,météo très défavorable,16:57:00,08:39:00,5,116,5,119,6,266,9,296,6,116
2018-01-03,13,7,40,11,9,7,4.6,75,8.875,1007,74.75,13,11,3,353,116,119,0,2,6.8,météo défavorable,16:58:00,08:39:00,13,353,8,293,9,353,7,116,11,266
2018-01-04,13,8,33,8,13,11,13.8,96,8.75,1006,84,13,11,6,122,302,353,0,3,3.1,météo défavorable,16:59:00,08:39:00,8,296,10,302,13,302,8,116,8,122
2018-01-05,10,6,18,9,10,7,1.9,94,8.875,1003,68,10,8,6,296,122,116,0,3,5.1,météo défavorable,17:00:00,08:38:00,9,122,8,266,9,116,6,113,7,116
2018-01-06,8,5,8,5,8,6,1.4,97,3.625,1012,89.5,8,6,4,248,122,143,0,2,3.2,météo très défavorable,17:01:00,08:38:00,5,143,6,143,7,266,6,296,6,143
2018-01-07,7,5,24,6,7,5,3.4,85,8.75,1020,91.75,7,5,1,122,296,119,0,2,3.2,météo très défavorable,17:03:00,08:38:00,5,119,5,296,7,119,5,122,6,266
2018-01-08,7,3,15,4,7,4,0,89,10,1020,60.125,7,4,0,119,119,116,0,2,5.1,météo très défavorable,17:04:00,08:37:00,4,119,4,119,7,116,3,116,4,119
2018-01-09,8,3,13,3,7,7,0.2,95,7,1014,74.75,8,6,-0,119,116,122,0,3,5.1,météo très défavorable,17:05:00,08:37:00,3,143,4,143,8,119,7,266,3,116
2018-01-10,7,5,15,5,7,6,2.6,90,4.875,1010,84.75,7,6,1,266,266,143,0,2,3.3,météo très défavorable,17:07:00,08:37:00,6,176,5,266,7,122,6,143,7,122
2018-01-11,7,3,6,3,7,5,0.5,97,6.5,1022,71,7,5,2,248,119,116,0,2,3.3,météo très défavorable,17:08:00,08:36:00,4,248,5,353,7,119,4,116,4,143
2018-01-12,7,2,8,2,7,4,0.1,96,6,1026,46.5,7,5,0,143,116,119,0,1,5.1,météo très défavorable,17:09:00,08:35:00,3,143,4,143,7,116,4,116,3,143
2018-01-13,5,1,17,1,5,2,0,96,7,1025,32.625,5,2,-2,143,119,113,0,1,6.9,météo très défavorable,17:11:00,08:35:00,2,143,2,116,5,113,1,113,2,143
2018-01-14,6,0,14,0,5,3,0,94,10,1019,71.125,6,3,-4,116,119,122,0,2,3.3,météo très défavorable,17:12:00,08:34:00,0,116,2,122,6,122,3,122,1,113
2018-01-15,9,1,40,2,6,8,9.5,96,6.5,1019,80.125,9,6,-2,119,266,296,0,2,3.3,météo très défavorable,17:13:00,08:33:00,1,143,4,119,6,302,9,353,2,143
2018-01-16,8,6,34,8,8,6,8.5,83,9,1001,76.5,8,6,3,353,296,293,0,2,3.3,météo très défavorable,17:15:00,08:33:00,8,353,8,353,7,296,6,263,7,122
2018-01-17,6,3,28,3,6,4,0.5,75,9.75,1014,65.125,6,2,-3,122,116,116,0,1,8.7,météo très défavorable,17:16:00,08:32:00,4,317,3,116,6,116,4,119,5,200
2018-01-18,10,5,38,9,10,7,9.3,86,7.125,1012,80.25,10,8,4,302,122,116,0,2,3.3,météo défavorable,17:18:00,08:31:00,5,302,10,266,8,353,7,293,5,266
2018-01-19,6,3,19,3,6,3,2.4,91,9.75,1014,45.75,6,3,-1,116,353,116,0,1,8.7,météo très défavorable,17:19:00,08:30:00,4,113,4,116,6,176,3,353,6,293
2018-01-20,6,2,21,3,5,6,5.1,94,9.625,1014,88.375,6,5,-2,122,122,122,0,1,3.3,météo très défavorable,17:21:00,08:29:00,2,116,4,296,6,296,6,296,4,353
2018-01-21,5,1,14,1,5,4,8.6,96,7.125,1018,82.25,5,3,-2,143,122,296,0,1,5.1,météo très défavorable,17:23:00,08:28:00,1,143,2,116,4,302,4,302,3,119
2018-01-22,10,7,19,10,9,7,11.2,98,7.875,1021,81,10,9,7,122,302,176,0,2,3.4,météo défavorable,17:24:00,08:27:00,10,266,9,302,9,293,7,116,9,296
2018-01-23,10,6,21,6,10,10,0.1,91,10,1024,76.75,10,9,3,119,116,122,0,2,6.9,météo défavorable,17:26:00,08:26:00,6,119,7,116,10,122,10,122,7,122
2018-01-24,11,9,25,10,11,9,0.6,93,10,1022,81.875,11,10,7,122,122,116,0,3,3.4,météo défavorable,17:27:00,08:25:00,11,119,10,122,11,122,10,116,11,122
2018-01-25,10,6,15,9,8,7,6.6,95,6.25,1014,98.125,10,9,6,122,122,143,0,2,3.4,météo défavorable,17:29:00,08:24:00,10,266,9,302,8,302,6,266,10,122
2018-01-26,8,4,7,4,8,5,0,96,6.75,1026,68.75,8,5,3,143,116,119,0,2,8.7,météo très défavorable,17:31:00,08:23:00,5,248,5,116,8,116,6,122,5,143
2018-01-27,7,3,13,3,7,4,0,91,10,1033,20.25,7,3,2,113,113,113,0,2,8.7,météo très défavorable,17:32:00,08:22:00,3,113,4,113,7,116,3,116,5,116
2018-01-28,8,4,19,5,8,8,1.8,92,7,1036,96.75,8,7,2,266,122,122,0,2,3.4,météo très défavorable,17:34:00,08:20:00,4,266,6,122,8,122,8,122,5,266
2018-01-29,10,8,21,9,10,9,0.5,92,10,1035,94.75,10,8,6,122,122,122,0,2,3.4,météo défavorable,17:35:00,08:19:00,8,122,9,122,10,122,9,122,8,122
