#### EXPORT DONNEES METEO POUR "REIMS" (LAT/LON: 49.258329/4.031696)
#### DONNEES PROVENANT DE WWW.HISTORIQUE-METEO.NET - UTILISATION LIBRE A CONDITION DE MENTIONNER LEUR PROVENANCE
#### DOC POUR LES WEATHER CODES : https://www.historique-meteo.net/weathercodes.txt
DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C_6H,TEMPERATURE_NOON_C_12H,TEMPERATURE_EVENING_C_18H,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,WEATHER_CODE_MORNING_6H,WEATHER_CODE_NOON_12H,WEATHER_CODE_EVENING_18H,TOTAL_SNOW_MM,UV_INDEX,SUNHOUR,OPINION,SUNSET,SUNRISE,TEMPERATURE_NIGHT_C_3H,WEATHER_CODE_NIGHT_3H,TEMPERATURE_9H,WEATHER_CODE_9H,TEMPERATURE_15H,WEATHER_CODE_15H,TEMPERATURE_21H,WEATHER_CODE_21H,TEMPERATURE_MIDNIGHT_0H,WEATHER_CODE_MIDNIGHT_0H
2017-01-01,1,-5,10,-5,1,-4,0,66,10,1028,15.375,1,0,-9,113,113,116,0,2,8.2,météo très défavorable,16:56:00,08:39:00,-5,113,-4,113,-1,113,-4,116,-4,113
2017-01-02,2,-4,8,-1,2,-2,0.8,94,6.625,1028,56.5,2,0,-4,284,182,143,0,1,6.8,météo très défavorable,16:57:00,08:39:00,-2,122,-1,317,0,113,-3,143,-4,122
2017-01-03,2,-3,12,-3,2,-2,0,96,7,1030,20.375,2,0,-6,143,113,116,0,2,8.2,météo très défavorable,16:58:00,08:39:00,-3,143,-2,143,1,113,-2,116,-3,113
2017-01-04,4,0,21,2,4,3,1.5,96,6,1026,82,4,3,-3,266,266,116,0,1,3.1,météo très défavorable,16:59:00,08:39:00,1,122,2,266,4,266,0,113,0,122
2017-01-05,4,-3,14,-1,4,-2,0,96,8,1037,20.875,4,1,-5,143,113,113,0,2,8.6,météo très défavorable,17:01:00,08:38:00,-1,116,0,143,2,113,-3,113,-1,116
2017-01-06,-1,-5,9,-4,-1,-4,0,85,10,1040,23.25,0,0,-8,116,113,113,0,2,8.6,météo très défavorable,17:02:00,08:38:00,-4,116,-3,113,-1,116,-5,113,-4,113
2017-01-07,-1,-6,10,-5,-1,-2,0.3,54,8.875,1038,82.625,0,0,-9,122,122,122,0,2,3.2,météo très défavorable,17:03:00,08:38:00,-6,116,-4,122,-2,122,-1,284,-5,116
2017-01-08,3,-1,4,0,3,1,0.5,99,1.125,1033,91.875,3,2,-0,143,143,248,0,1,3.3,météo très défavorable,17:04:00,08:37:00,0,143,1,143,2,248,2,248,-1,284
2017-01-09,4,1,14,2,4,3,1.6,99,4.875,1032,99.25,4,3,-1,248,122,122,0,1,3.3,météo très défavorable,17:06:00,08:37:00,1,248,3,248,4,122,3,296,2,248
2017-01-10,6,1,13,2,6,3,5.2,96,4.5,1015,70.75,6,4,-2,143,122,143,0,1,5.1,météo très défavorable,17:07:00,08:36:00,5,293,3,143,5,266,1,143,4,302
2017-01-11,8,2,23,4,5,7,0.4,96,7,1016,91.25,8,8,-1,122,122,122,0,2,3.3,météo très défavorable,17:08:00,08:36:00,3,143,4,122,8,266,5,116,2,143
2017-01-12,7,4,24,4,6,6,6.7,95,7.375,1017,100,7,5,0,122,266,302,0,2,3.3,météo très défavorable,17:10:00,08:35:00,4,122,5,266,6,296,7,296,4,122
2017-01-13,4,0,24,0,3,3,1.6,86,5.875,1011,63,4,1,-5,329,113,317,0.9,1,6.9,météo très défavorable,17:11:00,08:35:00,2,230,1,323,2,338,3,329,4,338
2017-01-14,3,-1,18,-1,3,0,0.3,91,8.625,1020,47.75,3,0,-6,116,116,116,0.3,2,6.9,météo très défavorable,17:12:00,08:34:00,0,116,0,113,3,371,-1,143,1,116
2017-01-15,3,-2,12,-1,3,-0,0.9,91,6.375,1024,79.875,3,0,-5,371,332,122,0.8,1,3.3,météo très défavorable,17:14:00,08:33:00,-2,326,1,332,3,335,0,329,-2,143
2017-01-16,3,-3,10,-2,3,-1,0.1,95,6.625,1031,36.125,3,0,-5,143,116,116,0.1,1,5.1,météo très défavorable,17:15:00,08:33:00,-2,143,0,113,2,371,-3,113,-2,143
2017-01-17,-1,-4,17,-4,-1,-4,0,69,10,1036,6.75,0,0,-9,113,113,113,0,2,8.7,météo très défavorable,17:17:00,08:32:00,-4,113,-4,113,-1,113,-4,113,-3,113
2017-01-18,-0,-5,21,-5,-0,-4,0,76,10,1037,6.25,0,0,-11,113,113,113,0,2,8.7,météo très défavorable,17:18:00,08:31:00,-5,113,-4,113,0,113,-4,113,-4,113
2017-01-19,0,-5,17,-5,0,-4,0,76,10,1035,4.25,0,0,-11,113,113,113,0,2,8.7,météo très défavorable,17:20:00,08:30:00,-5,113,-4,113,0,113,-4,113,-4,113
2017-01-20,1,-5,15,-5,0,-3,0,82,10,1034,5.5,1,0,-10,113,113,113,0,2,8.7,météo très défavorable,17:21:00,08:29:00,-4,113,-4,113,1,113,-4,113,-4,113
2017-01-21,1,-6,12,-6,1,-4,0,90,10,1030,6.125,1,0,-10,113,113,113,0,2,8.7,météo très défavorable,17:23:00,08:28:00,-5,113,-4,113,1,113,-4,113,-5,113
2017-01-22,3,-5,8,-5,3,-3,0,83,10,1028,48.625,3,0,-8,119,113,119,0,2,6.9,météo très défavorable,17:25:00,08:27:00,-5,119,-2,119,2,116,-3,113,-4,116
2017-01-23,2,-4,10,-4,2,-3,0,70,10,1028,20.625,2,0,-7,116,113,113,0,2,8.7,météo très défavorable,17:26:00,08:26:00,-4,116,-2,113,2,113,-4,113,-4,116
2017-01-24,2,-5,5,-5,2,-3,0,93,9,1029,45.5,2,0,-5,116,119,119,0,2,5.2,météo très défavorable,17:28:00,08:25:00,-4,113,-2,122,1,116,-3,143,-4,113
2017-01-25,-1,-6,14,-6,-1,-4,0,93,8,1030,14.5,0,0,-9,113,113,113,0,1,8.7,météo très défavorable,17:29:00,08:24:00,-5,143,-4,113,-1,113,-5,116,-4,143
2017-01-26,0,-7,14,-7,-1,-4,0,90,10,1026,11.125,0,0,-12,113,113,113,0,2,8.7,météo très défavorable,17:31:00,08:23:00,-7,116,-6,113,0,113,-4,113,-6,113
2017-01-27,8,-4,23,-1,8,3,0.2,82,10,1019,37.125,8,2,-6,113,116,119,0,2,8.7,météo très défavorable,17:33:00,08:21:00,-2,113,2,113,7,116,2,116,-4,116
2017-01-28,7,1,21,3,7,5,0.9,95,5.75,1020,87.125,7,5,-2,122,122,248,0,2,3.4,météo très défavorable,17:34:00,08:20:00,2,266,4,266,6,122,3,143,1,116
2017-01-29,4,1,17,3,4,3,1.2,98,6.75,1022,87.75,4,3,-1,353,122,122,0,1,3.4,météo très défavorable,17:36:00,08:19:00,1,248,4,122,4,122,4,266,2,143
2017-01-30,8,5,19,6,8,7,12.8,97,5.125,1016,99.5,8,8,2,389,122,248,0,2,3.4,météo très défavorable,17:37:00,08:18:00,5,302,6,296,8,143,7,248,5,302
2017-01-31,9,6,9,7,9,6,1.1,98,3.25,1016,98.5,9,8,5,248,122,248,0,2,3.5,météo défavorable,17:39:00,08:16:00,7,266,6,266,8,122,6,143,7,248
2017-02-01,10,6,15,6,10,9,1,97,5,1016,98.375,10,9,3,266,266,143,0,2,3.5,météo défavorable,17:41:00,08:15:00,6,122,6,122,10,266,8,122,6,143
2017-02-02,11,6,20,6,11,9,0.5,96,5.75,1011,85.5,11,8,3,119,119,266,0,2,3.5,météo défavorable,17:42:00,08:13:00,6,248,7,122,10,122,9,266,7,143
2017-02-03,9,7,21,7,9,7,2.3,95,8.75,1006,84,9,8,4,266,116,122,0,2,7,météo défavorable,17:44:00,08:12:00,8,296,8,122,9,116,7,296,9,122
2017-02-04,7,4,22,4,6,5,8.8,93,8.125,1004,75.25,7,5,0,122,302,122,0,2,3.5,météo très défavorable,17:46:00,08:11:00,4,116,5,302,7,266,5,116,5,176
2017-02-05,7,3,17,4,6,5,6.4,96,5.625,1005,88.375,7,6,1,122,302,263,0,2,3.5,météo très défavorable,17:47:00,08:09:00,4,353,4,302,7,266,5,143,3,143
2017-02-06,7,4,16,4,6,4,0.2,96,8.125,1019,94.375,7,4,1,122,122,122,0,2,3.5,météo très défavorable,17:49:00,08:08:00,5,122,5,263,7,122,5,122,5,248
2017-02-07,5,4,15,4,5,5,1.8,96,3.75,1018,96.125,5,5,1,122,122,266,0,1,3.5,météo très défavorable,17:51:00,08:06:00,4,266,5,266,5,266,4,248,4,143
2017-02-08,6,3,14,4,6,4,0.7,97,3.5,1026,100,6,4,1,143,266,143,0,1,3.6,météo très défavorable,17:52:00,08:04:00,5,248,5,122,6,122,4,143,3,248
2017-02-09,5,0,14,0,5,2,0.2,95,7,1027,72.875,5,3,-2,143,119,122,0,1,5.3,météo très défavorable,17:54:00,08:03:00,2,143,2,116,5,122,1,119,4,143
2017-02-10,3,-1,11,-1,3,1,0.6,86,8.375,1022,87.75,3,0,-4,116,326,338,0.5,1,3.6,météo très défavorable,17:56:00,08:01:00,-1,122,1,326,3,332,0,326,-1,119
2017-02-11,3,-1,5,-1,3,-0,0.4,96,8.125,1020,97.75,3,0,-3,332,368,326,0.3,1,3.6,météo très défavorable,17:57:00,08:00:00,-1,332,1,326,2,326,-1,119,0,332
2017-02-12,9,-3,18,-2,8,4,0.3,84,9.375,1023,37.25,9,5,-5,119,116,116,0,2,7.1,météo très défavorable,17:59:00,07:58:00,-3,116,1,263,9,116,2,113,-2,113
2017-02-13,7,0,28,0,6,3,0,89,10,1024,5.125,7,2,-5,113,113,113,0,2,10.5,météo très défavorable,18:01:00,07:56:00,1,113,2,113,7,113,3,113,1,113
2017-02-14,10,0,17,0,8,6,0,91,10,1031,21,10,6,-5,113,113,116,0,3,10.5,météo très défavorable,18:02:00,07:55:00,1,113,3,113,10,116,5,116,2,113
2017-02-15,13,4,10,4,12,8,0.4,90,10,1033,20.875,13,9,1,116,116,113,0,3,10.5,météo correcte,18:04:00,07:53:00,4,113,7,116,13,113,7,113,4,113
2017-02-16,11,4,5,4,11,7,4.7,99,9.75,1033,63.25,11,9,3,353,353,116,0,2,6.9,météo très défavorable,18:06:00,07:51:00,5,176,9,353,11,119,5,116,5,176
2017-02-17,10,3,10,4,9,5,0.4,95,8,1030,66.375,10,6,2,143,119,116,0,2,6.9,météo très défavorable,18:07:00,07:49:00,5,119,7,119,10,119,3,143,5,122
2017-02-18,9,2,7,2,9,4,0,96,7,1029,38.125,9,4,0,143,116,113,0,2,10.6,météo très défavorable,18:09:00,07:47:00,4,143,6,116,9,116,3,113,4,143
2017-02-19,10,1,15,1,9,6,0,93,9,1026,24.5,10,5,-1,113,113,119,0,3,10,météo très défavorable,18:11:00,07:46:00,1,113,5,113,10,113,5,143,2,113
2017-02-20,9,6,18,6,8,9,1.7,95,6,1025,99.25,9,9,3,122,266,266,0,2,5.3,météo défavorable,18:12:00,07:44:00,6,122,7,122,8,266,9,122,6,143
2017-02-21,11,10,19,10,10,10,2.5,96,3,1020,100,11,10,7,266,266,266,0,2,5.4,météo défavorable,18:14:00,07:42:00,11,266,10,266,10,266,10,266,10,122
2017-02-22,10,9,29,9,10,10,1.2,91,7,1018,98,10,9,5,122,122,122,0,2,5.4,météo défavorable,18:15:00,07:40:00,9,119,9,266,10,266,9,122,10,266
2017-02-23,9,7,37,9,9,8,1.7,89,8.875,1012,97.25,9,7,4,122,266,122,0,2,5.4,météo défavorable,18:17:00,07:38:00,9,122,8,122,9,296,7,119,9,122
2017-02-24,7,2,16,4,7,3,2.9,91,9.75,1022,61.375,7,3,1,353,353,176,0,2,8.5,météo très défavorable,18:19:00,07:36:00,5,119,6,353,7,176,2,113,5,119
2017-02-25,8,1,18,1,8,4,0,94,10,1023,18.25,8,2,-2,113,113,113,0,3,10.9,météo très défavorable,18:20:00,07:34:00,1,113,4,113,8,116,4,113,1,113
2017-02-26,11,3,21,3,10,9,0.1,84,10,1017,66.125,11,9,-0,113,122,119,0,2,7,météo très défavorable,18:22:00,07:32:00,4,122,6,113,11,119,10,122,4,119
2017-02-27,10,7,39,9,10,8,7.3,90,6.25,1011,89.125,10,9,6,122,266,299,0,2,7,météo défavorable,18:24:00,07:30:00,9,122,9,266,10,389,7,266,10,122
2017-02-28,7,3,26,3,6,4,3,89,7.75,1000,56.5,7,4,-2,113,389,263,0,2,7,météo très défavorable,18:25:00,07:28:00,3,113,6,122,7,296,4,266,5,116
2017-03-01,10,5,27,6,8,9,5.6,92,8.5,1006,98.5,10,9,1,122,122,122,0,2,5.5,météo défavorable,18:27:00,07:26:00,6,122,7,122,7,302,10,296,5,266
2017-03-02,10,4,31,4,9,5,0.4,87,10,1017,34.375,10,5,-1,113,353,113,0,2,11,météo très défavorable,18:28:00,07:24:00,5,113,7,113,10,116,4,116,7,122
2017-03-03,13,4,21,5,12,10,0.5,87,9.25,1015,48.875,13,9,1,119,176,113,0,2,10.1,météo correcte,18:30:00,07:22:00,4,116,7,263,13,113,9,116,4,119
2017-03-04,9,6,22,8,9,7,5.1,91,7.125,998,89.25,9,7,5,119,266,122,0,2,5.6,météo défavorable,18:32:00,07:20:00,8,296,9,296,9,266,6,263,9,353
2017-03-05,7,4,32,4,6,6,3.3,95,9,1003,72.5,7,6,0,119,122,122,0,2,7.1,météo très défavorable,18:33:00,07:18:00,4,119,6,116,7,302,4,116,5,263
2017-03-06,8,5,21,5,8,6,0.4,89,9,1011,89.125,8,4,0,266,122,122,0,2,5.6,météo très défavorable,18:35:00,07:16:00,5,122,6,119,8,119,5,119,5,122
2017-03-07,9,2,13,2,9,6,1.2,98,7.5,1022,82,9,4,-1,248,119,353,0,3,7.1,météo très défavorable,18:36:00,07:14:00,2,248,6,116,9,353,6,119,4,116
2017-03-08,11,4,28,5,10,11,12.2,94,8.875,1022,90.5,11,11,1,122,302,302,0,3,5.6,météo très défavorable,18:38:00,07:12:00,4,119,6,296,11,296,11,296,4,116
2017-03-09,13,9,22,11,12,11,13.9,96,7.875,1026,94.25,13,11,8,302,296,119,0,3,5.7,météo défavorable,18:40:00,07:10:00,11,302,11,296,13,266,9,119,11,296
2017-03-10,12,4,9,4,12,7,0,91,8,1028,16.625,12,6,2,113,116,113,0,2,11.3,météo très défavorable,18:41:00,07:08:00,5,143,8,113,12,113,5,113,7,143
2017-03-11,14,2,11,2,13,9,0,89,10,1024,13,14,7,-0,113,113,116,0,3,11.4,météo correcte,18:43:00,07:06:00,3,113,8,113,14,113,7,113,4,113
2017-03-12,16,4,12,4,14,10,0,90,10,1016,40.125,16,9,1,116,116,116,0,4,11.4,météo correcte,18:44:00,07:04:00,5,116,9,116,16,116,8,119,6,116
2017-03-13,14,5,15,5,13,9,0,93,9,1032,19.125,14,8,3,113,113,116,0,3,11.5,météo correcte,18:46:00,07:01:00,5,113,9,113,14,113,7,143,6,116
2017-03-14,14,3,12,3,13,9,0,92,8,1034,33.375,14,8,2,116,113,116,0,2,11.6,météo correcte,18:48:00,06:59:00,4,116,9,113,14,113,7,143,5,143
2017-03-15,14,7,7,8,12,10,0.3,93,9,1034,80.375,14,9,7,122,122,119,0,3,6,météo défavorable,18:49:00,06:57:00,8,122,10,122,14,122,9,113,7,143
2017-03-16,17,5,9,5,15,11,0,94,10,1029,2,17,8,4,113,113,113,0,4,11.6,météo correcte,18:51:00,06:55:00,6,113,11,113,17,113,10,113,7,113
2017-03-17,11,7,14,8,11,8,0.1,96,8,1020,56.625,11,8,6,143,122,116,0,3,7.4,météo défavorable,18:52:00,06:53:00,9,143,9,119,10,119,7,113,10,113
2017-03-18,11,6,27,8,11,11,9.2,94,7,1016,96.25,11,10,4,302,122,122,0,3,6,météo défavorable,18:54:00,06:51:00,6,302,9,296,11,266,11,266,6,293
2017-03-19,11,10,23,11,11,10,1.3,95,7.375,1015,94.5,11,10,8,122,122,122,0,3,6,météo défavorable,18:55:00,06:49:00,10,122,11,266,11,122,10,263,11,266
2017-03-20,11,9,24,9,10,9,0.3,93,10,1014,86,11,8,6,122,122,119,0,3,6.1,météo défavorable,18:57:00,06:46:00,9,122,10,119,11,122,9,119,9,116
2017-03-21,10,4,19,8,10,6,1.5,94,8,1015,70.25,10,8,6,122,119,113,0,2,7.5,météo défavorable,18:58:00,06:44:00,9,266,9,119,9,266,4,113,9,122
2017-03-22,11,2,19,2,10,6,0,96,9,1015,27.625,11,4,-1,143,113,113,0,3,11.6,météo très défavorable,19:00:00,06:42:00,4,116,7,113,11,116,5,113,3,116
2017-03-23,14,3,21,3,14,11,1.4,93,9.875,1017,60.375,14,9,-1,116,122,119,0,4,7.6,météo correcte,19:02:00,06:40:00,3,113,9,122,14,353,9,293,4,113
2017-03-24,12,7,19,7,12,10,0.1,95,8,1027,58.375,12,8,6,143,116,113,0,3,9,météo défavorable,19:03:00,06:38:00,8,143,10,122,12,116,9,113,8,119
2017-03-25,15,5,30,5,14,10,0,89,10,1026,4.125,15,8,2,113,113,113,0,4,11.6,météo correcte,19:05:00,06:36:00,6,113,10,113,15,113,9,113,7,113
2017-03-26,16,5,21,5,14,11,0,85,10,1022,14.25,16,9,2,113,113,119,0,4,10.3,météo correcte,19:06:00,06:34:00,6,113,10,113,16,113,9,113,7,113
2017-03-27,17,5,15,5,15,11,0,93,10,1022,6.125,17,9,2,113,113,113,0,4,11.6,météo correcte,19:08:00,06:31:00,6,113,11,113,17,113,10,113,7,113
2017-03-28,17,8,16,8,17,12,1.5,92,9.75,1026,11.75,17,11,7,113,116,176,0,4,11.6,météo correcte,19:09:00,06:29:00,9,113,14,113,17,176,10,113,9,113
2017-03-29,17,7,11,7,17,12,0.2,94,7,1028,37.875,17,10,5,143,119,116,0,3,9,météo correcte,19:11:00,06:27:00,8,143,13,116,17,119,11,113,9,143
2017-03-30,21,9,14,9,19,16,0,92,10,1026,13.375,21,13,8,113,113,113,0,5,11.6,météo favorable,19:12:00,06:25:00,9,113,15,113,21,113,13,113,10,113
2017-03-31,17,11,21,11,17,13,2.3,88,8.875,1018,44.375,17,13,9,176,353,119,0,3,7.7,météo correcte,19:14:00,06:23:00,12,113,15,113,17,353,11,353,12,143
2017-04-01,13,8,12,10,13,10,3.2,96,7.375,1015,81,13,10,8,296,122,116,0,3,7.8,météo défavorable,19:15:00,06:21:00,10,296,11,266,13,353,8,176,10,248
