#### EXPORT DONNEES METEO POUR "REIMS" (LAT/LON: 49.258329/4.031696)
#### DONNEES PROVENANT DE WWW.HISTORIQUE-METEO.NET - UTILISATION LIBRE A CONDITION DE MENTIONNER LEUR PROVENANCE
#### DOC POUR LES WEATHER CODES : https://www.historique-meteo.net/weathercodes.txt
DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C_6H,TEMPERATURE_NOON_C_12H,TEMPERATURE_EVENING_C_18H,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,WEATHER_CODE_MORNING_6H,WEATHER_CODE_NOON_12H,WEATHER_CODE_EVENING_18H,TOTAL_SNOW_MM,UV_INDEX,SUNHOUR,OPINION,SUNSET,SUNRISE,TEMPERATURE_NIGHT_C_3H,WEATHER_CODE_NIGHT_3H,TEMPERATURE_9H,WEATHER_CODE_9H,TEMPERATURE_15H,WEATHER_CODE_15H,TEMPERATURE_21H,WEATHER_CODE_21H,TEMPERATURE_MIDNIGHT_0H,WEATHER_CODE_MIDNIGHT_0H
2019-01-11,5,1,12,1,4,4,1.3,93,5.75,1029,96.125,5,4,-2,122,266,143,0,1,3.3,météo très défavorable,17:08:00,08:36:00,1,122,2,266,5,122,4,248,1,119
2019-01-12,8,2,25,2,6,8,2.3,96,5.625,1029,91.625,8,7,-1,143,122,296,0,2,3.3,météo très défavorable,17:09:00,08:36:00,2,143,4,122,6,266,7,353,3,248
2019-01-13,10,7,29,8,10,10,2.6,92,6.875,1018,99.25,10,8,5,122,122,296,0,2,3.3,météo défavorable,17:10:00,08:35:00,7,266,9,122,10,266,9,266,7,122
2019-01-14,9,3,19,5,8,5,0.6,89,9.875,1023,62.25,9,6,1,119,122,119,0,3,5.1,météo très défavorable,17:12:00,08:34:00,7,176,5,116,7,353,3,116,9,116
2019-01-15,8,2,13,4,8,5,0,90,10,1024,72,8,4,1,122,119,116,0,3,3.3,météo très défavorable,17:13:00,08:34:00,2,119,5,122,7,119,4,116,3,116
2019-01-16,5,1,16,1,5,3,0,92,10,1019,60.25,5,2,-2,122,116,113,0,2,6.9,météo très défavorable,17:15:00,08:33:00,2,116,2,122,5,113,3,119,3,116
2019-01-17,6,0,26,4,6,1,3.8,94,8.125,1017,57.875,6,5,-1,263,122,113,0,1,5.1,météo très défavorable,17:16:00,08:32:00,6,296,4,119,5,182,0,113,5,266
2019-01-18,4,-1,8,-0,4,-0,0,93,10,1020,57,4,0,-3,116,119,119,0,2,3.3,météo très défavorable,17:18:00,08:31:00,0,113,1,122,3,122,-1,116,0,113
2019-01-19,3,-2,16,-2,3,0,0.1,90,10,1018,44,3,0,-6,116,116,116,0,2,8.7,météo très défavorable,17:19:00,08:30:00,-2,113,-1,116,3,116,0,122,-2,113
2019-01-20,3,-2,11,-2,3,-1,0,76,10,1020,50.875,3,0,-5,122,116,113,0,1,8.7,météo très défavorable,17:21:00,08:29:00,0,122,-1,116,3,113,-2,113,0,122
2019-01-21,2,-3,5,-3,2,-2,0,67,10,1024,8.5,2,0,-6,113,113,113,0,2,8.7,météo très défavorable,17:22:00,08:29:00,-3,113,-2,113,2,113,-3,116,-3,113
2019-01-22,-1,-4,19,-4,-1,-1,4.1,95,5.875,1019,59.5,0,0,-9,113,338,314,2.6,2,3.4,météo très défavorable,17:24:00,08:28:00,-4,113,-3,116,-1,338,-3,260,-3,113
2019-01-23,1,-5,10,-0,1,-2,4.4,99,5.75,1005,79.125,1,0,-3,338,248,113,3.7,1,3.4,météo très défavorable,17:25:00,08:26:00,0,338,-1,326,1,338,-5,113,-2,122
2019-01-24,-1,-6,10,-5,-1,-2,0.1,95,6,1015,57,0,0,-9,143,119,143,0,1,5.2,météo très défavorable,17:27:00,08:25:00,-6,143,-3,122,-1,116,-3,323,-6,143
2019-01-25,1,-2,13,-1,1,1,0.8,98,4.125,1018,99.375,1,1,-4,143,326,266,0.1,1,3.4,météo très défavorable,17:29:00,08:24:00,-1,332,-1,326,1,248,1,266,-2,143
2019-01-26,5,3,20,3,5,5,0.9,99,5.75,1016,99.375,5,4,0,122,266,122,0,1,3.4,météo très défavorable,17:30:00,08:23:00,3,122,3,266,5,353,5,266,3,248
2019-01-27,6,2,30,5,6,2,3.1,89,6.75,998,91.125,6,5,-1,122,200,116,0,1,3.4,météo très défavorable,17:32:00,08:22:00,6,266,6,266,4,317,3,362,6,266
2019-01-28,5,0,26,1,5,2,2.1,86,7.5,1010,80.5,5,1,-4,338,317,119,0.6,1,3.4,météo très défavorable,17:33:00,08:21:00,2,332,2,332,4,362,0,116,3,317
2019-01-29,4,-1,19,-1,4,1,0.1,90,9.625,1010,53.25,4,0,-4,116,122,122,0,2,6.9,météo très défavorable,17:35:00,08:19:00,-1,113,1,116,4,116,1,122,-1,113
2019-01-30,1,-5,28,1,1,-1,11.3,95,4.125,997,90.75,1,0,-5,338,230,116,5.5,1,3.4,météo très défavorable,17:37:00,08:18:00,1,122,1,338,1,338,-5,143,1,332
2019-01-31,-0,-5,16,-1,-0,-2,2,94,8.5,997,84.125,1,1,-4,326,326,116,0.3,1,5.2,météo très défavorable,17:38:00,08:17:00,-1,260,-1,326,0,323,-5,122,-4,395
2019-02-01,4,-1,13,1,3,3,4,100,3.5,988,95.625,4,4,-2,176,266,248,0,1,3.5,météo très défavorable,17:40:00,08:16:00,2,296,2,266,4,248,3,248,-1,296
2019-02-02,3,2,21,2,3,3,2.8,99,8,1009,100,3,2,-1,296,176,317,0,1,3.5,météo très défavorable,17:42:00,08:14:00,2,248,2,296,3,122,3,317,2,266
2019-02-03,5,0,15,2,4,1,0.5,94,7.625,1029,70,5,2,-3,122,119,116,0.3,1,5.2,météo très défavorable,17:43:00,08:13:00,2,332,2,119,5,182,0,143,2,332
2019-02-04,4,-1,21,-0,4,2,0.3,94,8,1029,63.875,4,0,-4,116,119,266,0,2,5.2,météo très défavorable,17:45:00,08:11:00,0,143,2,116,3,122,2,122,-1,113
2019-02-05,6,-1,8,-1,6,1,0,82,10,1029,31.125,6,1,-2,113,122,113,0,1,7,météo très défavorable,17:47:00,08:10:00,0,116,2,113,6,113,0,113,1,119
2019-02-06,5,0,15,-0,5,4,0.6,92,8,1028,67.375,5,4,-4,116,122,119,0,2,3.5,météo très défavorable,17:48:00,08:08:00,0,113,3,122,5,266,4,266,0,113
2019-02-07,9,5,24,8,9,6,4.3,94,9.5,1017,52.875,9,7,5,296,113,116,0,2,8.7,météo défavorable,17:50:00,08:07:00,7,296,8,176,9,113,5,116,6,296
2019-02-08,8,4,30,6,8,8,1.1,92,8,1017,93.375,8,5,2,122,266,122,0,2,3.6,météo très défavorable,17:52:00,08:05:00,4,119,7,266,8,122,8,122,4,119
2019-02-09,10,6,41,6,10,7,2.2,85,9.875,1012,86,10,6,2,119,122,353,0,2,3.6,météo défavorable,17:53:00,08:04:00,8,353,8,119,10,353,7,122,9,296
2019-02-10,10,5,41,10,9,6,16.2,89,8.625,1009,93.375,10,8,3,302,122,200,0,2,3.6,météo très défavorable,17:55:00,08:02:00,10,302,9,302,8,353,5,353,8,296
2019-02-11,8,2,17,2,7,4,0.3,90,10,1032,41.625,8,4,-2,116,122,113,0,2,5.3,météo très défavorable,17:57:00,08:00:00,3,113,4,122,8,116,2,113,4,113
2019-02-12,7,1,7,1,7,4,0.2,93,10,1037,37.125,7,2,0,116,116,116,0,2,5.4,météo très défavorable,17:58:00,07:59:00,1,113,3,116,7,119,2,113,2,113
2019-02-13,7,0,6,0,7,3,0,89,10,1038,7.25,7,0,-2,113,113,113,0,2,10.4,météo très défavorable,18:00:00,07:57:00,1,113,3,113,7,113,2,113,2,113
2019-02-14,10,1,11,1,9,6,0,74,10,1036,3.875,10,4,-2,113,113,113,0,3,10.5,météo très défavorable,18:02:00,07:55:00,1,113,4,113,10,113,4,113,1,113
2019-02-15,13,3,12,3,11,8,0,75,10,1032,0.875,13,6,-0,113,113,113,0,3,10.5,météo correcte,18:03:00,07:54:00,3,113,6,113,13,113,6,113,4,113
2019-02-16,14,4,9,4,12,8,0,88,10,1028,2.25,14,6,2,113,113,113,0,3,10.5,météo correcte,18:05:00,07:52:00,5,113,7,113,14,113,7,113,5,113
2019-02-17,14,5,14,5,12,9,0,84,10,1024,32.125,14,6,2,119,113,113,0,2,10.6,météo correcte,18:06:00,07:50:00,6,119,8,113,14,113,8,113,6,119
2019-02-18,13,5,13,5,12,8,0,89,10,1021,5.125,13,7,3,113,113,113,0,3,10.6,météo correcte,18:08:00,07:48:00,6,113,7,113,13,113,7,113,7,113
2019-02-19,11,6,9,6,10,7,0.6,96,8.375,1023,46.625,11,6,5,263,113,113,0,2,10.6,météo défavorable,18:10:00,07:47:00,7,266,7,113,11,113,6,116,7,122
2019-02-20,12,3,8,3,11,8,0,94,10,1026,51.875,12,7,2,116,116,113,0,2,8.5,météo très défavorable,18:11:00,07:45:00,4,119,6,119,12,119,7,113,5,119
2019-02-21,14,5,8,5,13,9,0,91,10,1031,8.25,14,7,5,113,113,113,0,3,10.7,météo correcte,18:13:00,07:43:00,6,113,8,113,14,113,8,113,6,113
2019-02-22,15,6,10,6,14,10,0,89,10,1035,13.75,15,10,5,113,113,113,0,4,10.7,météo correcte,18:15:00,07:41:00,7,113,9,113,15,113,8,113,7,113
2019-02-23,13,5,20,5,11,7,0,93,10,1035,4.625,13,6,2,113,113,113,0,3,10.8,météo correcte,18:16:00,07:39:00,6,113,7,113,13,113,5,113,7,113
2019-02-24,12,2,14,2,11,7,0,52,10,1036,1.5,12,1,-1,113,113,113,0,3,10.8,météo très défavorable,18:18:00,07:37:00,3,113,6,113,12,113,6,113,4,113
2019-02-25,15,4,13,4,13,9,0,62,10,1037,0.875,15,6,1,113,113,113,0,3,10.9,météo correcte,18:20:00,07:35:00,4,113,8,113,15,113,8,113,5,113
2019-02-26,17,5,13,5,15,11,0,85,10,1035,0.625,17,8,3,113,113,113,0,4,10.9,météo correcte,18:21:00,07:33:00,6,113,10,113,17,113,9,113,6,113
2019-02-27,18,6,7,6,16,12,0,82,10,1030,0,18,7,5,113,113,113,0,4,10.9,météo favorable,18:23:00,07:31:00,7,113,11,113,18,113,10,113,8,113
2019-02-28,14,7,25,7,14,10,0.9,88,10,1022,34.375,14,8,5,113,119,353,0,4,8.5,météo correcte,18:24:00,07:29:00,8,113,11,113,11,353,9,353,9,113
2019-03-01,9,7,26,9,9,7,6.1,91,8.5,1021,92.375,9,7,5,389,122,119,0,2,5.5,météo défavorable,18:26:00,07:27:00,9,353,9,266,8,119,7,122,9,353
2019-03-02,11,6,17,6,9,9,0.3,93,10,1020,71.25,11,8,3,122,122,116,0,2,7,météo défavorable,18:28:00,07:25:00,7,116,8,122,11,119,7,113,7,119
2019-03-03,11,7,30,9,11,11,0.6,90,10,1016,85.25,11,8,6,122,122,353,0,3,5.5,météo défavorable,18:29:00,07:23:00,8,122,10,122,11,122,11,116,7,119
2019-03-04,11,5,41,9,8,7,2.8,78,7.75,1007,79.5,11,7,4,116,353,200,0,2,5.6,météo défavorable,18:31:00,07:21:00,10,296,9,122,9,266,5,116,11,266
2019-03-05,10,4,30,4,8,7,5.1,85,7.875,1010,69.25,10,6,-0,116,302,263,0,3,5.6,météo très défavorable,18:32:00,07:19:00,4,113,6,296,10,266,7,122,5,116
2019-03-06,11,6,26,7,10,11,4.9,84,8.625,1008,79.375,11,10,3,119,296,266,0,2,7.1,météo défavorable,18:34:00,07:17:00,6,116,9,116,11,296,11,296,7,119
2019-03-07,11,7,33,8,10,8,3.6,87,9.625,1006,58.625,11,9,4,296,116,113,0,2,11.2,météo défavorable,18:36:00,07:15:00,10,296,9,116,10,176,7,113,11,122
2019-03-08,11,5,23,5,11,8,0.6,88,9.875,1018,48.125,11,4,1,119,176,119,0,3,8.6,météo très défavorable,18:37:00,07:13:00,5,116,7,119,11,116,8,116,6,113
2019-03-09,13,8,29,10,13,10,1.2,89,9.875,1019,83,13,8,7,122,116,119,0,3,7.1,météo défavorable,18:39:00,07:11:00,9,296,11,122,12,119,10,122,8,122
2019-03-10,13,6,45,12,13,8,4.3,84,8.75,1021,68.375,13,10,6,296,113,119,0,3,7.1,météo défavorable,18:40:00,07:09:00,11,296,12,353,10,116,6,113,9,143
2019-03-11,8,3,31,4,8,5,3.9,73,8.875,1028,50.75,8,2,-1,353,116,113,0,2,11.4,météo très défavorable,18:42:00,07:07:00,5,353,6,182,8,116,3,113,6,266
2019-03-12,12,2,34,3,10,10,3.8,74,8.75,1028,47.125,12,5,-1,116,113,266,0,2,10.1,météo très défavorable,18:44:00,07:05:00,4,119,6,113,12,116,5,299,2,122
2019-03-13,9,4,35,4,8,7,1.3,82,10,1016,64,9,4,-2,116,122,119,0,3,5.7,météo très défavorable,18:45:00,07:02:00,4,113,6,122,9,353,5,353,4,113
2019-03-14,10,5,38,6,8,10,6.6,89,8.375,1017,85,10,8,1,266,296,116,0,2,7.2,météo défavorable,18:47:00,07:00:00,5,119,7,302,10,296,8,353,5,122
2019-03-15,12,7,36,11,12,12,5.1,87,4.75,1015,94.375,12,10,7,296,266,266,0,4,6,météo défavorable,18:48:00,06:58:00,9,296,11,266,12,266,11,266,7,116
2019-03-16,12,8,29,9,11,9,1.4,86,9.875,1015,74.875,12,8,6,122,119,113,0,3,7.4,météo défavorable,18:50:00,06:56:00,10,122,9,119,12,119,8,116,11,296
2019-03-17,9,3,33,8,9,5,3.9,87,9.625,1015,62.125,9,6,4,296,119,116,0,2,7.4,météo défavorable,18:51:00,06:54:00,7,119,8,296,9,176,3,113,8,119
2019-03-18,10,2,14,2,9,6,0.5,96,9,1025,58.875,10,4,-2,143,122,116,0,3,7.4,météo très défavorable,18:53:00,06:52:00,3,119,6,119,10,353,4,113,3,113
2019-03-19,11,2,4,2,10,7,0,84,10,1032,2.875,11,1,1,113,113,113,0,3,11.6,météo très défavorable,18:55:00,06:50:00,3,113,7,113,11,113,5,113,3,113
2019-03-20,12,3,5,3,12,9,0,85,10,1035,39.125,12,5,3,116,119,116,0,3,8.8,météo très défavorable,18:56:00,06:48:00,4,116,9,116,12,116,7,113,4,113
2019-03-21,15,5,10,5,14,10,0,90,10,1035,4.625,15,6,3,113,113,113,0,4,11.6,météo correcte,18:58:00,06:45:00,5,113,10,113,15,113,8,113,6,113
2019-03-22,16,5,8,5,14,11,0,80,10,1031,3.75,16,6,3,113,113,113,0,4,11.6,météo correcte,18:59:00,06:43:00,6,113,10,113,16,113,9,113,7,113
2019-03-23,13,5,10,5,13,9,0,89,10,1030,12.75,13,7,4,113,116,113,0,3,11.6,météo correcte,19:01:00,06:41:00,6,113,10,113,13,116,6,113,8,113
2019-03-24,11,4,17,4,11,8,0.1,96,7,1028,37,11,7,2,143,122,113,0,2,9,météo très défavorable,19:02:00,06:39:00,4,143,9,116,11,119,5,113,5,143
2019-03-25,10,3,28,3,10,7,0.2,95,9,1031,34.25,10,3,-1,143,119,116,0,3,9,météo très défavorable,19:04:00,06:37:00,3,113,8,116,10,119,4,113,3,113
2019-03-26,10,1,17,1,10,7,0,93,10,1033,34.25,10,3,-1,113,113,116,0,3,11.6,météo très défavorable,19:05:00,06:35:00,2,113,7,116,10,116,6,119,3,113
2019-03-27,11,2,11,2,11,7,0,92,10,1034,33.625,11,4,0,113,119,116,0,3,10.3,météo très défavorable,19:07:00,06:32:00,3,113,8,113,11,116,6,116,4,116
2019-03-28,14,3,12,3,13,10,0,89,10,1035,28.875,14,5,1,116,116,113,0,3,11.6,météo correcte,19:09:00,06:30:00,4,116,10,116,14,113,7,113,4,113
2019-03-29,16,5,17,5,16,12,0.1,93,10,1033,11.125,16,8,3,113,113,113,0,4,11.6,météo correcte,19:10:00,06:28:00,6,113,11,113,16,113,10,116,6,113
2019-03-30,18,7,10,7,17,13,0.1,87,10,1024,10.625,18,7,5,113,113,113,0,4,11.6,météo favorable,19:12:00,06:26:00,7,113,13,113,18,113,11,116,8,113
2019-03-31,19,8,14,8,18,13,0.5,76,9.875,1020,21.75,19,8,7,113,113,176,0,4,11.6,météo favorable,19:13:00,06:24:00,9,113,14,113,19,116,10,113,9,116
2019-04-01,18,7,17,7,17,13,0,81,10,1020,9.5,18,9,5,113,113,113,0,4,11.6,météo favorable,19:15:00,06:22:00,8,113,12,113,18,113,11,113,9,113
2019-04-02,16,7,26,10,16,10,4.8,91,9.375,1012,62.125,16,10,9,122,353,116,0,4,9,météo correcte,19:16:00,06:20:00,9,119,14,353,14,353,7,263,10,116
2019-04-03,10,3,18,4,10,6,1.8,95,8.75,1005,50.875,10,5,1,143,200,119,0,3,7.8,météo très défavorable,19:18:00,06:18:00,5,176,7,113,8,353,3,113,6,116
2019-04-04,10,2,11,2,10,7,1.2,93,9.875,1003,37.75,10,2,1,119,119,113,0,3,10.3,météo très défavorable,19:19:00,06:16:00,2,116,6,116,10,176,4,113,2,113
2019-04-05,13,1,15,1,12,9,0,92,10,1005,30,13,4,-2,113,113,119,0,3,10.3,météo très défavorable,19:21:00,06:13:00,1,113,8,113,13,116,7,116,2,116
2019-04-06,14,3,15,3,14,10,0,91,10,1004,25.625,14,8,0,116,116,113,0,4,11.6,météo correcte,19:22:00,06:11:00,3,113,10,116,14,113,7,116,4,113
2019-04-07,15,6,15,7,15,12,0.5,89,9.875,1009,41.625,15,9,6,116,119,116,0,4,10.3,météo correcte,19:24:00,06:09:00,6,113,12,116,15,176,9,116,6,113
2019-04-08,13,7,10,8,13,11,0.2,96,7,1012,66.625,13,8,7,143,119,116,0,3,7.8,météo défavorable,19:25:00,06:07:00,8,143,11,116,13,119,8,116,7,143
2019-04-09,15,7,9,8,15,11,3.5,95,7.75,1011,66.625,15,9,8,353,353,176,0,3,9.1,météo défavorable,19:27:00,06:05:00,7,353,11,122,15,176,8,143,7,143
2019-04-10,14,7,13,8,12,11,0.8,95,5.375,1017,57,14,9,7,143,266,113,0,3,9.1,météo correcte,19:29:00,06:03:00,7,143,11,122,14,263,7,113,7,143
2019-04-11,13,3,18,3,12,9,0,83,10,1022,3,13,4,-1,113,113,113,0,3,11.6,météo correcte,19:30:00,06:01:00,3,113,9,113,13,113,5,113,5,113
2019-04-12,9,1,15,1,9,7,0,82,10,1024,34.75,9,0,-2,113,119,116,0,3,12.1,météo très défavorable,19:32:00,05:59:00,1,113,7,116,9,119,4,116,3,113
2019-04-13,8,-1,18,0,8,4,0.1,75,10,1024,21.375,8,0,-4,113,119,113,0,3,13.3,météo très défavorable,19:33:00,05:57:00,-1,113,6,113,8,116,0,113,2,113
2019-04-14,9,-2,12,-0,9,6,0.2,74,10,1025,26.875,9,0,-3,113,119,116,0,3,12.2,météo très défavorable,19:35:00,05:55:00,-2,113,6,113,9,119,3,113,-1,113
2019-04-15,15,1,22,1,13,11,0,87,10,1025,14.75,15,8,-2,113,113,113,0,3,13.8,météo très défavorable,19:36:00,05:53:00,1,113,8,113,15,113,9,119,1,113
2019-04-16,12,7,16,7,12,10,4.4,91,8.5,1019,66.5,12,10,5,116,122,302,0,4,9.8,météo défavorable,19:38:00,05:51:00,7,113,11,266,11,296,9,119,7,113
2019-04-17,16,6,12,7,15,13,0.3,95,7,1021,45.875,16,10,7,143,353,113,0,3,12.2,météo correcte,19:39:00,05:49:00,6,143,12,119,16,113,10,113,7,143
2019-04-18,20,8,22,9,19,16,0,87,10,1022,16.375,20,11,7,116,113,113,0,5,13.9,météo favorable,19:41:00,05:47:00,8,113,15,116,20,113,13,113,9,113
2019-04-19,22,11,14,11,21,18,1.5,81,9.875,1026,14.5,25,13,10,113,113,113,0,5,14,météo favorable,19:42:00,05:45:00,11,113,16,113,22,176,15,386,11,113
2019-04-20,23,12,14,12,23,18,0,77,10,1027,6.25,25,12,11,113,113,113,0,5,14,météo favorable,19:44:00,05:44:00,12,113,18,113,23,113,14,113,13,113
2019-04-21,23,11,15,11,22,18,0,74,10,1023,4.75,24,11,11,113,113,113,0,5,14,météo favorable,19:45:00,05:42:00,11,113,18,113,23,113,14,113,12,113
2019-04-22,23,11,15,12,22,18,0,75,10,1012,15.875,25,13,11,113,113,113,0,5,14.1,météo favorable,19:47:00,05:40:00,11,116,18,113,23,113,15,113,12,113
2019-04-23,20,11,17,11,20,17,0,73,10,999,16.375,20,14,9,113,113,116,0,5,14.1,météo favorable,19:48:00,05:38:00,12,113,15,113,20,116,13,113,13,113
2019-04-24,18,8,32,13,18,12,3.1,83,9.875,1003,39.375,18,12,11,113,119,176,0,5,12.2,météo correcte,19:50:00,05:36:00,12,116,18,113,15,353,8,113,12,113
2019-04-25,13,9,28,10,11,11,3.1,92,6.875,1010,85.625,13,10,7,122,122,266,0,4,8.9,météo défavorable,19:51:00,05:34:00,10,266,13,266,12,296,9,116,9,116
2019-04-26,16,6,16,7,15,13,0,94,8.75,1017,33.75,16,9,5,116,116,113,0,4,14.2,météo correcte,19:53:00,05:32:00,6,248,12,113,16,113,8,113,8,116
2019-04-27,11,6,29,8,11,9,2.6,90,10,1019,57.5,11,7,5,122,353,116,0,2,12.3,météo défavorable,19:54:00,05:30:00,7,116,10,353,11,353,6,116,7,122
2019-04-28,11,4,25,6,9,9,4.6,87,9.75,1022,63.625,11,7,2,122,296,116,0,3,11.2,météo défavorable,19:56:00,05:29:00,5,116,8,296,11,353,5,113,4,116
2019-04-29,15,3,10,5,15,12,0.1,93,8,1025,32,15,8,5,116,113,116,0,3,13.4,météo correcte,19:57:00,05:27:00,3,143,11,113,15,116,8,113,4,143
2019-04-30,14,6,14,7,13,13,0,91,9,1024,44.75,14,9,5,116,122,116,0,4,12.3,météo correcte,19:59:00,05:25:00,6,143,12,119,14,116,8,113,6,116
2019-05-01,19,5,5,8,19,14,0,85,10,1020,21.875,19,9,8,113,113,119,0,4,13.4,météo favorable,20:00:00,05:23:00,5,113,14,113,17,113,9,122,6,113
2019-05-02,15,7,14,9,15,11,4,90,8.75,1015,67.75,15,10,9,116,119,122,0,4,10.3,météo défavorable,20:01:00,05:22:00,7,143,13,122,12,296,9,293,8,113
2019-05-03,14,5,9,7,14,12,2.6,94,8.5,1015,29.5,14,9,6,116,176,113,0,3,14.5,météo correcte,20:03:00,05:20:00,5,143,12,176,14,176,7,116,6,176
2019-05-04,9,3,27,5,9,7,5,91,8.625,1018,53.75,9,5,1,296,122,113,0,2,11.4,météo très défavorable,20:04:00,05:18:00,5,116,5,296,9,176,3,116,5,143
2019-05-05,11,0,22,3,11,8,1.6,85,9.625,1023,18.5,11,4,-0,113,176,113,0,3,14.5,météo très défavorable,20:06:00,05:17:00,0,113,9,176,11,176,3,113,1,113
2019-05-06,12,0,15,3,12,9,0.6,82,9.875,1024,34.625,12,6,1,113,119,353,0,3,11.4,météo très défavorable,20:07:00,05:15:00,0,113,9,113,11,116,7,176,1,113
2019-05-07,13,4,10,6,13,11,0.5,86,10,1021,76.5,13,8,5,122,353,122,0,3,10.4,météo défavorable,20:09:00,05:13:00,4,122,11,113,13,119,9,116,4,353
2019-05-08,14,8,30,10,12,12,5.7,95,7.5,1009,82.5,14,11,7,266,122,119,0,3,10.4,météo défavorable,20:10:00,05:12:00,8,266,11,302,14,176,9,116,8,122
2019-05-09,15,8,31,10,15,12,4.8,95,8.375,1007,60.25,15,11,7,200,116,176,0,4,12.5,météo correcte,20:12:00,05:10:00,8,296,11,266,14,176,8,176,8,116
2019-05-10,15,5,12,8,15,11,6.8,91,8.375,1011,45,15,10,6,113,176,293,0,4,12.5,météo correcte,20:13:00,05:09:00,5,143,12,116,14,353,10,302,7,113
2019-05-11,14,7,32,9,14,12,11.6,95,8.5,1026,57.375,14,10,7,389,116,113,0,3,12.5,météo correcte,20:14:00,05:07:00,9,296,11,302,14,176,7,113,10,302
2019-05-12,13,3,18,5,13,11,0.3,84,10,1036,7.625,13,8,2,113,113,113,0,4,14.5,météo correcte,20:16:00,05:06:00,3,113,10,113,13,113,6,113,4,113
2019-05-13,15,4,20,7,15,12,0,81,10,1037,8.5,15,8,4,113,113,113,0,4,14.5,météo correcte,20:17:00,05:04:00,4,113,12,113,15,113,9,113,5,116
2019-05-14,16,6,20,8,15,13,0,79,10,1034,8.875,16,9,5,113,113,113,0,4,14.5,météo correcte,20:18:00,05:03:00,6,113,13,113,16,113,9,113,7,113
2019-05-15,16,5,18,7,15,13,0,78,10,1027,6.625,16,9,5,113,113,113,0,4,14.5,météo correcte,20:20:00,05:01:00,5,113,13,113,16,113,8,113,6,113
